vendor_normalized,sum_effective_value
MSLI GP,376899.14
MAPLESOFT CONSULTING,374979.20
BURTON GROUP,374850.00
NORAH MULVIHILL,370650.00
THE HERJAVEC GROUP,368827.49
COHEN AND COHEN,368169.70
TEKSYSTEMS CANADA,360023.65
ADIRONDACK INFORMATION MANAGEMENT,359905.00
JOHN BURNS CENTRE FOR PUBLIC MANAGEMENT,347865.00
RTG PROTECH,346850.00
SANDBOX LA BOITE A FILMS,339000.00
DUOCOM CANADA,328536.29
RESIDENCE INN BY MARRIOTT KINGSTON WATERS EDGE,327374.28
XWAVE,324818.74
CONCEPTEXT COMMUNICATIONS,319200.00
HERJAVEC GROUP,317660.58
SOMOS,316627.50
CGI,311751.75
ACCUSOFT,310951.84
APPAREL TRIMMINGS,309168.00
RED GATE SOFTWARE,305271.74
JLH CONSULTING,303036.30
MAXSYS STAFFING AND CONSULTING,299770.03
DURIVAGE MANAGEMENT SOLUTIONS,298116.00
RENAUD EXPERTISE,296100.00
INFRAGISTICS,295116.30
KIFINTI,293952.90
KPMG,293709.60
METAFORE,291920.11
RESIDENCE INN BY MARRIOTT CALGARY AIRPORT,290210.86
KSR NETWORK CONSULTING,289090.00
CRITICAL CONTROL SOLUTIONS,287827.27
ALLSEATING,287574.40
LEVEL FURNISHED SUITES,286964.37
INJURY PREVENTION PLUS,282500.00
DR J N K RAO,281691.13
AGILITY LOGISTICS,279695.61
LOWE MARTIN COMPANY,278743.31
BANC TEC,278023.92
FISHER SCIENTIFIC,276506.57
EBSCO CANADA,275536.27
STEELCASE CANADA,274529.96
TRICKLE CREEK LODGE,273369.60
